Practice Area,Section,Item No,Type of Work,Scope of Work,Estimation Fees,Remarks
Criminal,A. Criminal Advisory and Related Matters,1,Initial Case Assessment,Assess allegations charges and immediate legal risk,RM X,000 - RM X,000,
Criminal,A. Criminal Advisory and Related Matters,2,Police Statement and Interview Advisory,Prepare client for statement recording and rights protection,RM X,000 - RM X,000,
Criminal,A. Criminal Advisory and Related Matters,3,Bail Strategy and Application Preparation,Advising and preparing bail documents and submissions,RM X,000 - RM X,000,
Criminal,A. Criminal Advisory and Related Matters,4,Remand Hearing Support,Advising preparing and attending remand proceedings where applicable,RM X,000 - RM X,000,
Criminal,A. Criminal Advisory and Related Matters,5,Evidence Review and Case Analysis,Review police papers witness documents and digital evidence,RM X,000 - RM X,000,
Criminal,A. Criminal Advisory and Related Matters,6,Plea Bargain and Mitigation Advisory,Advise options on plea bargaining and mitigation strategy,RM X,000 - RM X,000,
Criminal,A. Criminal Advisory and Related Matters,7,Trial Strategy Planning,Develop defense theory witness and cross examination plan,RM X,000 - RM X,000,
Criminal,A. Criminal Advisory and Related Matters,8,Legal Correspondence and Representations,Prepare representations letters and legal correspondence to authorities,RM X,000 - RM X,000,
Criminal,A. Criminal Advisory and Related Matters,9,Compliance and Internal Investigation Advisory,Advising corporates on internal criminal risk response and reporting,RM X,000 - RM X,000,
Criminal,B. Preparation of Agreements and Criminal Related Documents,1,Plea Representation Document,Drafting reviewing negotiating and finalizing related documents,RM X,000 - RM X,000,
Criminal,B. Preparation of Agreements and Criminal Related Documents,2,Witness Statement Pack,Drafting reviewing and finalizing witness statements and bundles,RM X,000 - RM X,000,
Criminal,B. Preparation of Agreements and Criminal Related Documents,3,Mitigation Submission,Drafting reviewing and finalizing mitigation submissions,RM X,000 - RM X,000,
Criminal,B. Preparation of Agreements and Criminal Related Documents,4,Bail Affidavit and Supporting Documents,Drafting reviewing and finalizing bail documentation,RM X,000 - RM X,000,
Criminal,B. Preparation of Agreements and Criminal Related Documents,5,Forensic Expert Engagement Terms,Drafting reviewing negotiating and finalizing engagement terms,RM X,000 - RM X,000,
Criminal,B. Preparation of Agreements and Criminal Related Documents,6,Investigation Support Lettering,Drafting reviewing and finalizing authority correspondence,RM X,000 - RM X,000,
Criminal,B. Preparation of Agreements and Criminal Related Documents,7,Corporate Investigation Protocol,Drafting reviewing and finalizing protocol and cooperation terms,RM X,000 - RM X,000,
Criminal,B. Preparation of Agreements and Criminal Related Documents,8,Confidentiality and Information Control Terms,Drafting reviewing and finalizing NDA confidentiality terms,RM X,000 - RM X,000,
Criminal,B. Preparation of Agreements and Criminal Related Documents,9,Memorandum of Understanding,Drafting reviewing negotiating and finalizing agreement,RM X,000 - RM X,000,
Criminal,B. Preparation of Agreements and Criminal Related Documents,10,Memorandum of Agreement,Drafting reviewing negotiating and finalizing agreement,RM X,000 - RM X,000,
Criminal,B. Preparation of Agreements and Criminal Related Documents,11,Non Disclosure Agreement,Drafting reviewing negotiating and finalizing agreement,RM X,000 - RM X,000,
Criminal,B. Preparation of Agreements and Criminal Related Documents,12,Partnership Agreement for Defense Team,Drafting reviewing negotiating and finalizing agreement,RM X,000 - RM X,000,
Criminal,B. Preparation of Agreements and Criminal Related Documents,13,Property Management Agreement for Seized Assets,Drafting reviewing negotiating and finalizing agreement,RM X,000 - RM X,000,
Criminal,B. Preparation of Agreements and Criminal Related Documents,14,Sale and Purchase Agreement for Evidence Sensitive Disposal,Drafting reviewing negotiating and finalizing agreement,RM X,000 - RM X,000,Subject to SRO if applicable
Criminal,B. Preparation of Agreements and Criminal Related Documents,15,Shareholder Agreement for Risk Governance,Drafting reviewing negotiating and finalizing agreement,RM X,000 - RM X,000,
Criminal,B. Preparation of Agreements and Criminal Related Documents,16,Sponsorship Agreement,Drafting reviewing negotiating and finalizing agreement,RM X,000 - RM X,000,
Criminal,B. Preparation of Agreements and Criminal Related Documents,17,Tenancy and Lease Agreement,Drafting reviewing negotiating and finalizing agreement,RM X,000 - RM X,000,
Criminal,B. Preparation of Agreements and Criminal Related Documents,18,Warranty Agreement,Drafting reviewing negotiating and finalizing agreement,RM X,000 - RM X,000,
Criminal,C. Criminal Legal Advisory,1,Ad hoc Basis,Hourly Rate Partners RMX00.00 Senior Associates RMXXX.00 Associates RMXXX.00,Hourly,
Criminal,C. Criminal Legal Advisory,2,Elite Retainer Package,One dedicated associate support advice pre emptive measures correspondence rebate up to 40 percent liaison letter of demand legal health check,RMXXXXXXX.00 per month,
Criminal,C. Criminal Legal Advisory,3,Premium Retainer Package,One dedicated associate support advice pre emptive measures correspondence rebate up to 30 percent liaison letter of demand legal health check,RMXXXXXXX.00 per month,
Criminal,C. Criminal Legal Advisory,4,Essential Retainer Package,One dedicated associate support advice correspondence rebate up to 25 percent legal health check,RMXXXXX.00 per month,
Criminal,C. Criminal Legal Advisory,5,Standard Retainer Package,General support legal advice rebate up to 15 percent for legal documents and agreements,RMXXX.00 per month,
